what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646722192
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1352646724205
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352646724570
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1352646741971
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1352646742310
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646743972
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646834871
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646850588
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646854160
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646854548
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646950180
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646957706
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646959663
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646975297
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646976655
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646977340
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646982967
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1352646986800
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1352647001526
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1352647001977
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1352647001982
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1352647002000
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1352647002024
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1352647002030
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1352647002032
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1352647002040
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1352647002052
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1352647002057
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1352647002059
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647099795
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647127530
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1352647160328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647182983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647197012
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647200365
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647279152
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647299878
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647313094
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1352647317521
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1352647326186
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1352647326188
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647327534
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647348621
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647349531
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647363516
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647372004
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647411450
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647414170
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647415634
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647424438
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647425624
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647437517
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647438899
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647440185
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647442106
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1352647442129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647443402
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647444638
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1352647444644
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647446230
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647446683
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647448018
