what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647889115
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647891646
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352647903862
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647905347
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647907458
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1352647909207
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1352647911297
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352647911954
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352647919182
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647922048
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647923700
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352647936409
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647938871
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647940613
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647943768
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647947533
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1352647948864
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352647949031
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1352647949840
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352647949997
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647967638
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648015457
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352648030444
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648032559
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648033581
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648036433
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648066335
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352648076161
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1352648078764
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352648078957
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352648092978
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352648098356
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648101145
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648111822
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1352648113324
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352648113504
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352648121728
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648125157
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648127682
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352648129827
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1352648140082
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352648140256
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648142776
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648232474
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1352648232493
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1352648242483
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1352648258255
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648260860
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648265255
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352648268263
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1352648269074
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352648269225
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648272602
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648381702
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1352648383499
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648385950
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648390190
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1352648391266
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1352648400556
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1352648402877
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352648405059
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648426869
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648515053
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352648538477
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352648542164
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1352648545432
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1352648547435
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1352648557866
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648559497
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648559679
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352648561068
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1352648581664
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1352648584760
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1352648587521
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1352648587542
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352648587795
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1352648609761
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1352648623159
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1352648624440
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1352648632977
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352648636026
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1352648639678
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648641556
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648642558
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352648643420
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352648657823
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1352648675924
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352648694236
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1352648707640
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648708921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648709099
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352648709901
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648718937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648719111
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352648724459
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648733105
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648744047
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648749058
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648758413
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352648761766
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1352648766584
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1352648769037
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352648784787
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648788270
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648793152
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648816174
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648820411
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352648830612
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648833255
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648868802
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1352648893355
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352648893587
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1352648913236
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648914485
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352648986036
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352649008695
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649010178
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649041626
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1352649045773
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352649065927
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1352649071611
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1352649073230
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1352649074471
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352649075516
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1352649077962
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649079325
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649079519
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352649080561
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649082312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649112756
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1352649119476
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352649121670
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352649126223
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649130908
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649138431
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1352649144468
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352649149980
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649154425
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649174416
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1352649175547
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352649175717
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352649187979
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649192465
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649209612
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352649215537
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649218865
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649223345
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352649230666
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649237468
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649244553
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352649247620
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649250880
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649254966
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352649258809
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649260758
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649264926
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352649268613
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649270986
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649274621
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352649277204
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649279527
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649283159
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352649288053
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649290346
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649292170
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352649296123
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649298201
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649317371
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649326943
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649329338
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352649333844
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1352649342049
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1352649342253
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1352649342636
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1352649343056
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1352649359810
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1352649363937
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1352649364667
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352649366242
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1352649373442
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1352649381985
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352649388022
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649398929
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649403578
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649403881
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649416822
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352649422560
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649425805
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649427899
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352649430922
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649434268
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649436963
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352649438933
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649441566
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649443702
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352649446789
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649448982
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649458432
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352649461284
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649463630
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649467914
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352649473210
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649475846
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649481534
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352649483773
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649485678
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649489466
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352649492417
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649494462
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649497958
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352649503122
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1352649504908
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649504977
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649507746
executed,command,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1352649507757
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649509729
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649512199
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352649517010
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649519274
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649521935
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352649526255
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649528930
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649536133
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352649541953
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649542875
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649548939
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649549052
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649551155
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649553249
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649567810
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1352649575427
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352649575651
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352649608592
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352649617244
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649620333
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352649622757
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352649625826
